1,1,140,00,,00,1,0,76.90,
2,1,473,00,,00,1,0,76.90,
3,2,897,00,,04,1,0,0.00,
4,2,427,00,,04,2,0,0.00,
5,2,1,00,,04,3,0,0.00,
6,2,898,00,,04,4,0,0.00,
7,2,391,00,,04,5,0,0.00,
8,3,899,00,,00,1,0,0.00,
9,3,3,00,,00,1,0,0.00,
10,3,900,00,,00,2,0,0.00,
11,3,901,00,,00,2,0,0.00,
12,3,1,00,,00,3,0,0.00,
13,3,902,00,,00,3,0,0.00,
14,4,1,00,,04,1,0,107.50,
15,4,903,00,,04,2,0,104.60,
16,4,902,00,,04,3,0,98.90,
17,4,904,00,,04,4,0,97.30,
18,4,427,00,,04,5,0,96.30,
19,4,897,00,,04,6,0,95.80,
20,4,905,00,,04,7,0,91.00,
21,4,906,00,,04,8,0,88.60,
22,4,898,00,,04,9,0,79.70,
23,4,907,00,,04,10,0,0.00,
24,5,1,00,,04,1,0,9.10,
25,5,897,00,,04,2,0,8.70,
26,5,899,00,,04,3,0,8.30,
27,5,903,00,,04,4,0,8.20,
28,5,906,00,,04,5,0,0.00,
29,6,1,00,,00,1,0,8.00,
30,6,903,00,,00,1,0,8.00,
31,6,427,00,,00,2,0,7.88,
32,6,899,00,,00,2,0,7.88,
33,6,904,00,,00,3,0,7.77,
34,6,152,00,,00,3,0,7.77,
35,22,903,00,,00,1,0,0.00,
36,22,1,00,,00,1,0,0.00,
37,22,897,00,,00,2,0,0.00,
38,22,427,00,,00,2,0,0.00,
39,23,1,00,,00,1,0,0.00,
40,23,903,00,,00,1,0,0.00,
41,23,898,00,,00,2,0,0.00,
42,23,550,00,,00,2,0,0.00,
43,23,906,00,,04,1,0,0.00,
44,23,1,00,,04,2,0,0.00,
45,1,470,00,,00,2,0,70.40,
46,1,508,00,,00,2,0,70.40,
47,1,421,00,,00,3,0,68.70,
48,1,145,00,,00,3,0,68.70,
49,1,597,00,,00,4,0,68.50,
50,1,567,00,,00,4,0,68.50,
51,1,268,00,,00,5,0,66.20,
52,1,737,00,,00,5,0,66.20,
53,1,370,00,,00,6,0,64.90,
54,1,675,00,,00,6,0,64.90,
55,1,892,00,,00,7,0,64.80,
56,1,852,00,,00,7,0,64.80,
57,1,411,00,,00,8,0,52.20,
58,1,30,00,,00,8,0,52.20,
59,1,701,00,,03,2,0,56.00,
60,1,630,00,,03,2,0,56.00,
61,1,289,00,,03,3,0,53.60,
62,1,482,00,,03,3,0,53.60,
63,1,937,00,,03,4,0,52.40,
64,1,441,00,,03,5,0,52.20,
65,1,421,00,,03,5,0,52.20,
66,1,667,00,,03,6,0,49.70,
67,1,567,00,,03,6,0,49.70,
68,1,470,00,,02,1,0,66.10,"Tommy was the star! He hit 3-spin phlaud pull to 3-spin gitis!"
69,1,852,00,,02,1,0,66.10,"First non- N.American player to win FPA Worlds!"
70,1,421,00,,02,1,0,66.10,"2nd World Tile for Paul"
71,1,140,00,,02,2,0,62.60,
72,1,473,00,,02,2,0,62.60,
73,1,567,00,,02,2,0,62.60,
74,1,442,00,,02,3,0,58.90,
